103.44.255.81,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,51 ms,7508 kB/s
8.210.150.102,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,77 ms,7471 kB/s
49.238.238.146,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,7461 kB/s
49.238.238.150,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,7377 kB/s
49.238.238.156,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,7325 kB/s
8.34.146.127,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,7290 kB/s
49.238.238.144,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,7266 kB/s
8.34.146.242,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,168 ms,7187 kB/s
49.238.238.154,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,7050 kB/s
192.0.54.31,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,7049 kB/s
8.34.146.178,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,182 ms,7035 kB/s
31.185.108.231,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,6975 kB/s
49.238.238.150,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,6851 kB/s
173.0.92.23,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,6825 kB/s
49.238.238.156,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,6805 kB/s
8.34.146.230,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,6771 kB/s
8.34.146.119,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,6755 kB/s
192.0.54.31,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,6707 kB/s
8.34.146.19,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,6678 kB/s
8.34.146.203,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,6617 kB/s
49.238.238.159,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,6616 kB/s
49.238.238.149,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,6570 kB/s
8.34.146.203,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6565 kB/s
8.34.146.70,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6517 kB/s
8.34.146.204,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,6507 kB/s
192.0.63.225,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,189 ms,6505 kB/s
49.238.238.159,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6465 kB/s
49.238.238.156,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,6343 kB/s
192.0.63.225,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,189 ms,6280 kB/s
49.238.238.157,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,6265 kB/s
8.34.146.192,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,6085 kB/s
31.185.108.231,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,179 ms,6065 kB/s
49.238.238.153,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,6060 kB/s
8.34.146.248,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,6012 kB/s
192.0.54.31,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,5932 kB/s
8.34.146.39,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,168 ms,5894 kB/s
8.34.146.242,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,5862 kB/s
8.34.146.255,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,5850 kB/s
49.238.238.160,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,5711 kB/s
20.187.182.254,42024,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,161 ms,5599 kB/s
49.238.238.154,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,5576 kB/s
8.34.146.21,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,5542 kB/s
8.34.146.140,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,185 ms,5356 kB/s
192.0.54.31,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,186 ms,5327 kB/s
8.34.146.150,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,5325 kB/s
8.34.146.175,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,5276 kB/s
8.34.146.143,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,183 ms,5180 kB/s
31.185.108.19,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,5035 kB/s
31.185.108.19,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,183 ms,5020 kB/s
8.34.146.117,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,184 ms,4986 kB/s
192.0.63.225,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,183 ms,4787 kB/s
8.34.146.234,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,4639 kB/s
103.6.235.48,20174,true,HKG,VN,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,247 ms,4574 kB/s
149.104.25.252,20013,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,317 ms,4560 kB/s
8.34.146.235,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,4549 kB/s
202.85.53.92,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,380 ms,4473 kB/s
8.34.146.215,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,4412 kB/s
202.85.53.77,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,204 ms,4290 kB/s
192.0.63.225,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,4221 kB/s
45.153.130.97,24057,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,57 ms,4188 kB/
183.236.51.220,7002,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,54 ms,16935 kB/s
183.236.51.220,7004,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,55 ms,16130 kB/s
183.236.51.220,7003,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,55 ms,12949 kB/s
183.236.51.201,7001,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,53 ms,7596 kB/s
183.236.51.201,7003,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,54 ms,7475 kB/s
154.26.186.164,19071,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,164 ms,6764 kB/s
183.236.51.201,7004,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,60 ms,6746 kB/s
125.227.162.252,12486,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,83 ms,6673 kB/s
183.236.51.220,7005,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,56 ms,6591 kB/s
183.236.51.201,7002,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,58 ms,5860 kB/s
183.236.51.220,7001,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,61 ms,5756 kB/s
183.236.51.201,7005,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,62 ms,5253 kB/s
8.35.211.15,2087,true,SIN,CN,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,102 ms,20847 kB/s
38.207.132.127,19780,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,74 ms,18641 kB/s
8.210.105.206,27003,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,72 ms,18620 kB/s
45.78.37.195,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,79 ms,17399 kB/s
47.109.82.112,4431,true,HKG,CN,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,26 ms,15374 kB/s
23.141.12.23,8443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,112 ms,13658 kB/s
121.14.131.136,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,57 ms,12808 kB/s
202.85.53.92,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,138 ms,11835 kB/s
43.100.21.205,20027,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,57 ms,11773 kB/s
202.85.53.77,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,128 ms,11597 kB/s
43.161.225.160,7417,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,73 ms,11235 kB/s
49.238.238.160,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,11060 kB/s
46.203.124.86,441,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,104 ms,10881 kB/s
102.134.55.53,20082,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,64 ms,10783 kB/s
49.238.238.149,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,10772 kB/s
49.238.238.146,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,10520 kB/s
8.47.69.40,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,10333 kB/s
192.0.63.225,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,10055 kB/s
49.238.238.144,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,9967 kB/s
8.34.146.110,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,9849 kB/s
8.47.69.21,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,186 ms,9832 kB/s
38.55.124.82,10150,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,65 ms,9531 kB/s
8.34.146.150,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,9191 kB/s
103.44.255.81,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,49 ms,9173 kB/s
192.0.63.225,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,9138 kB/s
8.34.146.178,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,9135 kB/s
46.3.104.69,16696,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,80 ms,9121 kB/s
202.81.230.146,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,111 ms,9064 kB/s
8.217.154.146,2026,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,71 ms,9019 kB/s
8.34.146.234,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,8990 kB/s
8.34.146.230,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,8979 kB/s
49.238.238.158,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,8795 kB/s
49.238.238.152,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,8760 kB/s
8.34.146.204,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,8752 kB/s
31.185.108.19,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,8523 kB/s
8.39.204.18,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,168 ms,8483 kB/s
8.47.69.85,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,8148 kB/s
8.34.146.242,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,8044 kB/s
49.238.238.150,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,188 ms,8000 kB/s
8.34.146.215,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,167 ms,7940 kB/s
8.34.146.117,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,7804 kB/s
49.238.238.159,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,167 ms,7674 kB/s
8.34.146.70,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,7585 kB/s
49.238.238.159,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,7581 kB/s
49.238.238.156,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,7559 kB/s
49.238.238.146,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,7434 kB/s
49.238.238.151,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,7339 kB/s
192.0.54.31,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,179 ms,7316 kB/s
8.34.146.127,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,7278 kB/s
8.39.204.16,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,7181 kB/s
34.150.80.6,43244,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,202 ms,7037 kB/s
8.34.146.208,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,7034 kB/s
8.34.146.242,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,6991 kB/s
8.34.146.248,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6913 kB/s
192.0.54.31,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,6894 kB/s
8.34.146.143,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,6815 kB/s
8.6.112.232,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6784 kB/s
202.85.53.160,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,131 ms,6765 kB/s
192.0.54.31,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,6662 kB/s
49.238.238.160,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,179 ms,6646 kB/s
49.238.238.151,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6518 kB/s
8.34.146.228,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,6372 kB/s
8.34.146.115,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,6355 kB/s
8.34.146.21,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,6273 kB/s
8.39.214.50,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,6059 kB/s
31.185.108.231,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,183 ms,6023 kB/s
8.34.146.255,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,6020 kB/s
192.0.54.31,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,6011 kB/s
8.47.69.20,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,5921 kB/s
8.47.69.245,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,5895 kB/s
31.185.108.231,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,5634 kB/s
192.0.63.225,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,5516 kB/s
49.238.238.154,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,5478 kB/s
8.34.146.119,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,5354 kB/s
36.250.73.115,10002,true,HKG,CN,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,92 ms,5138 kB/s
173.0.92.23,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,5081 kB/s
38.147.185.203,1776,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,72 ms,5022 kB/s
38.147.185.203,41207,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,68 ms,4960 kB/s
49.238.238.150,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,186 ms,4899 kB/s
49.238.238.152,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,4855 kB/s
192.0.63.225,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,4847 kB/s
8.34.146.140,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,4747 kB/s
8.34.146.235,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,4491 kB/s
49.238.238.156,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,4318 kB/s
8.34.146.203,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,4309 kB/s
178.253.32.187,1103,true,HKG,MO,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,235 ms,4292 kB/s
8.217.7.22,8081,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,73 ms,21871 kB/s
121.14.131.136,7000,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,51 ms,17908 kB/s
45.78.37.195,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,65 ms,16957 kB/s
38.207.132.127,19780,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,70 ms,16291 kB/s
23.141.12.23,8443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,98 ms,15298 kB/s
38.147.188.204,21017,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,76 ms,15018 kB/s
223.111.179.26,9001,true,HKG,CN,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,48 ms,13700 kB/s
8.34.146.41,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,12518 kB/s
8.34.146.227,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,11792 kB/s
43.161.225.160,7417,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,96 ms,11360 kB/s
47.109.82.112,4431,true,HKG,CN,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,30 ms,10584 kB/s
38.55.124.82,10150,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,73 ms,9739 kB/s
102.134.55.53,20082,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,77 ms,9390 kB/s
38.147.185.203,41207,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,74 ms,9223 kB/s
38.147.185.203,1776,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,77 ms,8858 kB/s
8.34.146.110,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,8798 kB/s
8.34.146.115,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,8762 kB/s
49.238.238.159,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,8661 kB/s
8.217.154.146,2026,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,74 ms,8643 kB/s
8.34.146.208,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,166 ms,8617 kB/s
49.238.238.150,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,8510 kB/s
43.100.21.205,20027,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,62 ms,8386 kB/s
49.238.238.152,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,8081 kB/s
49.238.238.146,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,8001 kB/s
49.238.238.152,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,7998 kB/s
49.238.238.146,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,7957 kB/s
49.238.238.151,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,167 ms,7931 kB/s
49.238.238.151,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,7858 kB/s
103.44.255.81,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,51 ms,7508 kB/s
8.210.150.102,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,77 ms,7471 kB/s
49.238.238.146,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,7461 kB/s
49.238.238.150,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,7377 kB/s
49.238.238.156,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,7325 kB/s
8.34.146.127,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,7290 kB/s
49.238.238.144,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,7266 kB/s
